gaze_X, gaze_Y, pos_X, pos_Y, fixationTime
189,-51,-739,1409,277
188,-52,-739,1409,289
189,-53,-739,1410,301
188,-52,-739,1410,310
187,-50,-740,1411,323
188,-50,-740,1413,334
188,-49,-740,1413,344
189,-49,-739,1412,356
190,-49,-739,1412,367
191,-49,-739,1412,378
191,-50,-738,1412,389
191,-51,-738,1412,402
191,-51,-738,1412,410
191,-51,-737,1411,423
545,-23,-733,1411,0
697,-7,-733,1411,10
817,8,-733,1410,23
922,21,-733,1409,33
1009,30,-733,1409,44
1062,34,-733,1408,55
1097,36,-732,1407,68
1113,36,-732,1407,76
1116,35,-732,1407,89
1116,35,-731,1405,101
1117,38,-731,1405,109
1119,43,-730,1403,122
1122,49,-729,1402,133
1126,55,-729,1402,143
1128,59,-728,1401,156
1128,64,-726,1399,166
1127,69,-726,1399,177
1126,73,-724,1399,189
2341,-26,-702,1410,0
2549,-38,-700,1414,11
2707,-44,-700,1414,21
2807,-46,-698,1414,33
2885,-46,-693,1413,45
2942,-37,-693,1413,55
2943,-25,-691,1414,67
2932,-6,-679,1417,0
2928,-3,-679,1417,10
2920,0,-677,1418,23
2863,12,-667,1421,0
2866,14,-664,1422,12
2888,15,-661,1425,23
3071,-32,-658,1429,0
3110,-35,-656,1429,13
3182,-35,-654,1435,0
3194,-29,-654,1436,14
3219,-18,-654,1437,24
3236,-12,-654,1437,34
3240,-10,-654,1437,46
3245,-9,-655,1438,57
3251,-13,-655,1438,68
3256,-17,-655,1439,80
3259,-21,-655,1440,91
3260,-25,-655,1440,101
3257,-28,-655,1440,114
3252,-30,-654,1440,124
3228,-42,-653,1445,0
3234,-48,-653,1445,12
3241,-55,-651,1447,23
3249,-58,-651,1447,33
3251,-58,-650,1448,45
3255,-58,-648,1448,57
3259,-55,-648,1448,67
3264,-52,-647,1447,79
3268,-47,-646,1449,89
3271,-44,-646,1449,100
3273,-43,-645,1449,113
3275,-42,-644,1448,123
3276,-41,-644,1448,134
3275,-39,-644,1449,146
3274,-38,-643,1450,157
3273,-37,-643,1451,167
3271,-37,-644,1451,179
3268,-38,-643,1452,190
3264,-38,-643,1452,200
3261,-38,-643,1453,212
3259,-41,-643,1453,223
3259,-43,-643,1453,234
3259,-44,-643,1453,245
3258,-43,-644,1453,257
3257,-41,-644,1453,267
3255,-38,-644,1453,279
3256,-36,-646,1454,290
3258,-39,-646,1454,301
3261,-41,-646,1454,312
3262,-43,-647,1454,323
3263,-45,-647,1454,333
3262,-44,-647,1454,345
3262,-44,-649,1452,356
3262,-46,-649,1452,367
3262,-46,-649,1452,379
3262,-47,-650,1452,390
3263,-45,-650,1452,400
3264,-43,-650,1452,413
3264,-41,-651,1453,423
3254,-47,-653,1456,0
3251,-42,-654,1457,12
3247,-37,-654,1459,22
3206,-31,-655,1462,0
3209,-34,-656,1462,12
3222,-40,-656,1463,23
3234,-43,-656,1463,34
3241,-47,-656,1463,46
3245,-49,-656,1463,56
3247,-51,-656,1463,67
3251,-52,-657,1463,79
3255,-52,-658,1464,89
3258,-51,-658,1464,100
3263,-50,-658,1463,112
3266,-49,-660,1462,123
3267,-48,-660,1462,134
3267,-48,-660,1461,146
3265,-49,-661,1459,157
3261,-50,-661,1459,167
3254,-51,-662,1460,179
3249,-50,-663,1460,190
3244,-50,-663,1460,201
3242,-48,-664,1460,213
3242,-47,-664,1460,223
3243,-47,-664,1460,234
3246,-47,-665,1459,245
3250,-46,-666,1459,257
3255,-46,-666,1459,267
3260,-42,-666,1459,278
3265,-39,-667,1458,290
3268,-37,-667,1458,299
3269,-36,-667,1458,312
3270,-36,-668,1459,323
3269,-36,-668,1459,334
3269,-37,-668,1459,345
3268,-38,-669,1459,357
3265,-38,-669,1459,367
3262,-39,-669,1458,379
3258,-39,-670,1458,390
3256,-40,-670,1458,400
3255,-42,-670,1457,412
3251,-43,-670,1457,423
3247,-45,-670,1457,433
3244,-46,-670,1458,445
3242,-47,-671,1460,456
3244,-47,-671,1460,466
3246,-47,-671,1460,478
3248,-48,-671,1461,490
3249,-49,-671,1461,500
3255,-50,-671,1461,512
3261,-50,-671,1462,523
3267,-49,-671,1462,535
3273,-48,-671,1462,545
3275,-46,-671,1463,557
3277,-43,-671,1463,567
3279,-41,-671,1463,579
3278,-39,-671,1463,590
3276,-37,-671,1463,600
3274,-35,-671,1463,611
3273,-34,-671,1463,623
3273,-37,-671,1463,633
3273,-41,-671,1463,645
3273,-45,-671,1464,656
3273,-47,-671,1464,667
3274,-47,-671,1464,678
3277,-45,-671,1465,689
3282,-43,-671,1465,701
3286,-40,-670,1465,712
3291,-37,-670,1465,723
3293,-34,-670,1465,733
3290,-33,-670,1465,746
3285,-31,-670,1466,757
3279,-30,-670,1466,767
3269,-30,-670,1466,779
3260,-31,-670,1466,789
3252,-33,-670,1466,800
3244,-36,-670,1467,811
3242,-37,-670,1467,824
3241,-36,-670,1467,833
3242,-36,-670,1466,845
3244,-36,-670,1466,857
3245,-35,-670,1466,866
3239,1606,-666,1452,0
3250,1678,-666,1452,10
3268,1772,-665,1451,22
3283,1866,-665,1450,33
3297,1941,-665,1450,43
3305,1962,-664,1448,55
3307,1960,-663,1447,66
3308,1957,-663,1447,78
3307,1955,-662,1446,88
3302,1959,-662,1445,100
3297,1964,-662,1446,111
3289,1971,-661,1446,122
3281,1976,-661,1446,133
3272,1976,-661,1446,145
3264,1975,-662,1447,155
3258,1973,-662,1447,166
3254,1972,-662,1447,176
3255,1974,-662,1446,189
3255,1976,-662,1445,200
3258,1980,-662,1445,210
3262,1984,-662,1443,222
3266,1987,-661,1442,234
3272,1993,-661,1442,244
3274,1997,-661,1440,256
3277,1999,-661,1438,266
3281,2002,-661,1438,277
3282,2003,-661,1437,288
3282,2003,-661,1437,299
3281,2005,-661,1437,311
3279,2009,-661,1437,322
3278,2013,-659,1437,333
3232,2042,-661,1436,0
3225,2058,-661,1434,12
3239,2077,-661,1434,21
3279,2093,-661,1434,33
3308,2103,-661,1433,44
3338,2115,-662,1433,56
3359,2126,-662,1433,66
3380,2139,-662,1433,78
3401,2148,-662,1432,89
3418,2154,-662,1432,99
3434,2155,-662,1430,111
3439,2152,-662,1429,122
3440,2153,-662,1429,132
3440,2154,-663,1429,145
3439,2155,-663,1429,155
3441,2155,-663,1429,166
3445,2153,-663,1428,177
3448,2150,-663,1427,189
3449,2147,-663,1427,199
3445,2145,-664,1426,211
3441,2141,-664,1426,222
3437,2137,-664,1426,232
3432,2131,-665,1425,244
3429,2127,-666,1424,255
3426,2127,-666,1424,266
3424,2130,-668,1423,278
3423,2134,-669,1423,288
3421,2138,-669,1423,299
3417,2142,-670,1422,311
3412,2144,-671,1422,323
3405,2146,-671,1422,333
3399,2148,-671,1421,345
3388,2148,-672,1421,355
3377,2148,-672,1420,366
3366,2149,-673,1420,378
3357,2150,-674,1420,391
3361,2152,-674,1420,399
3366,2154,-674,1421,411
3372,2156,-674,1421,422
3377,2156,-674,1421,433
3374,2156,-674,1419,445
3372,2157,-675,1420,456
3368,2157,-676,1420,466
3362,2151,-677,1422,477
3355,2145,-678,1422,489
3353,2140,-678,1422,500
3352,2138,-678,1422,511
3359,2141,-678,1422,523
3368,2145,-678,1421,532
3375,2146,-678,1421,544
3386,2146,-678,1420,555
3397,2146,-678,1420,565
3407,2147,-678,1419,577
3415,2151,-678,1418,588
3420,2156,-678,1418,600
3422,2160,-678,1416,611
3424,2164,-678,1415,622
3423,2165,-678,1415,633
3419,2167,-678,1414,644
3415,2169,-679,1414,655
3414,2171,-679,1414,665
3415,2172,-679,1414,677
3419,2173,-679,1413,688
3421,2172,-679,1413,699
3421,2171,-679,1412,711
3420,2170,-680,1411,722
3419,2167,-680,1411,732
3418,2164,-680,1411,744
3416,2161,-681,1411,755
3412,2160,-681,1411,766
3408,2161,-682,1410,777
3405,2162,-682,1411,788
3404,2163,-682,1411,799
3405,2163,-682,1412,811
3405,2164,-683,1412,822
3405,2164,-683,1412,833
3405,2163,-684,1413,844
3406,2160,-684,1413,855
3408,2156,-684,1413,866
3409,2152,-685,1414,878
3411,2151,-685,1414,888
3411,2150,-685,1414,899
3412,2149,-686,1414,911
3413,2150,-686,1413,922
3415,2151,-686,1413,932
3416,2152,-686,1412,944
3415,2152,-686,1412,955
3411,2148,-686,1412,965
3406,2144,-687,1413,977
3401,2141,-687,1412,988
3397,2140,-687,1412,998
3397,2143,-688,1412,1011
3397,2146,-689,1411,1022
3398,2147,-689,1411,1032
3399,2147,-690,1410,1044
3400,2146,-691,1410,1055
3403,2146,-691,1410,1066
3406,2147,-692,1409,1077
3408,2149,-693,1408,1088
3409,2150,-693,1408,1099
3406,2151,-694,1407,1111
3403,2153,-695,1406,1122
3399,2155,-695,1406,1132
3395,2157,-695,1406,1144
3391,2158,-695,1406,1155
3387,2157,-696,1405,1165
3384,2156,-697,1405,1177
3381,2154,-698,1404,1188
3382,2151,-698,1404,1198
3384,2149,-698,1403,1210
3387,2147,-698,1403,1221
3390,2145,-698,1403,1232
3389,2145,-699,1404,1244
3388,2146,-700,1404,1255
3388,2146,-700,1404,1265
3390,2145,-700,1404,1277
3393,2143,-700,1404,1288
3400,2142,-700,1404,1299
3405,2143,-700,1404,1311
3409,2147,-699,1404,1322
3413,2152,-699,1404,1332
3412,2156,-698,1403,1344
3411,2159,-698,1402,1355
3405,2159,-698,1402,1366
3400,2158,-697,1402,1376
3394,2156,-697,1401,1389
3388,2154,-697,1401,1398
3351,2148,-695,1405,0
3313,2144,-695,1405,12
3269,2138,-695,1405,23
3226,2134,-694,1405,35
3183,2123,-694,1406,44
3159,2114,-694,1406,55
3144,2107,-694,1408,67
3132,2101,-694,1409,79
3129,2104,-694,1409,88
3132,2105,-693,1410,100
3136,2105,-692,1410,111
3139,2110,-692,1410,123
3141,2115,-691,1409,134
3137,2123,-690,1408,145
3132,2129,-690,1408,156
3264,2205,-688,1409,0
3293,2205,-687,1408,11
3303,2201,-687,1408,21
3313,2199,-687,1407,33
3332,2199,-687,1407,44
3359,2197,-687,1407,54
3387,2198,-686,1406,66
3397,2195,-686,1405,77
3396,2190,-686,1405,89
3381,2184,-686,1404,100
3361,2173,-685,1406,111
3356,2165,-685,1406,121
3352,2158,-685,1407,133
3350,2156,-685,1407,145
3347,2155,-685,1407,154
3344,2155,-685,1409,166
3341,2150,-684,1409,177
3339,2146,-684,1409,188
3339,2142,-684,1409,199
3340,2140,-684,1409,211
3344,2143,-684,1409,221
3350,2149,-683,1409,233
3357,2156,-683,1409,244
3363,2165,-683,1409,255
3366,2173,-683,1410,267
3367,2174,-683,1410,277
3367,2174,-683,1410,288
3367,2173,-683,1410,300
3367,2169,-683,1411,311
3365,2167,-684,1411,322
3363,2165,-684,1411,332
3360,2162,-684,1411,344
3357,2160,-684,1411,355
3357,2159,-684,1412,367
3357,2158,-684,1412,377
3359,2159,-684,1412,387
3361,2160,-685,1413,399
3363,2161,-685,1413,410
3367,2162,-685,1413,420
3371,2163,-685,1412,433
3375,2163,-686,1412,444
3379,2164,-686,1412,454
3381,2166,-687,1412,465
3383,2167,-687,1412,477
3383,2168,-687,1412,487
3385,2167,-688,1413,501
3387,2166,-689,1412,510
3389,2165,-689,1412,520
3391,2164,-689,1411,532
3391,2165,-690,1411,544
3390,2166,-690,1411,553
3389,2166,-690,1411,566
3386,2167,-690,1411,577
3383,2168,-690,1411,588
3381,2168,-691,1410,599
3379,2167,-691,1410,611
3376,2164,-691,1410,620
3373,2158,-691,1411,633
3374,2150,-691,1412,647
3376,2142,-691,1411,655
3381,2137,-690,1410,666
3388,2134,-690,1409,677
3391,2135,-690,1409,687
3395,2137,-690,1410,700
3398,2139,-690,1410,710
3400,2142,-690,1410,720
3402,2146,-690,1410,733
3404,2150,-690,1410,743
3406,2152,-690,1410,754
3407,2154,-690,1411,765
3409,2153,-690,1412,777
3411,2153,-690,1412,787
3410,2155,-692,1415,799
638,2022,-697,1407,0
549,2034,-696,1399,10
457,2054,-696,1399,21
390,2071,-696,1399,33
347,2085,-697,1400,44
306,2099,-697,1400,54
305,2096,-698,1400,66
311,2095,-698,1398,77
318,2097,-698,1398,87
328,2100,-698,1397,101
337,2103,-698,1395,111
340,2104,-698,1395,121
342,2106,-699,1395,133
343,2106,-700,1395,144
345,2107,-700,1395,154
347,2107,-701,1395,167
349,2107,-702,1394,177
349,2107,-702,1394,187
349,2107,-703,1395,200
298,2115,-703,1393,0
255,2118,-703,1393,10
209,2121,-703,1393,22
174,2122,-704,1394,34
144,2119,-704,1394,43
127,2115,-704,1395,56
115,2112,-704,1395,68
106,2111,-704,1395,77
106,2111,-703,1394,89
108,2110,-703,1395,100
109,2107,-703,1395,111
111,2101,-703,1395,122
110,2098,-704,1396,133
111,2099,-704,1396,144
110,2102,-704,1396,155
111,2106,-704,1397,166
111,2109,-704,1397,176
111,2109,-704,1398,188
111,2110,-704,1398,199
111,2110,-704,1398,209
113,2109,-704,1398,222
113,2110,-704,1398,233
112,2107,-704,1398,243
85,2122,-705,1402,0
81,2134,-704,1402,11
82,2131,-704,1402,22
83,2128,-704,1402,32
83,2125,-705,1403,44
83,2118,-705,1403,54
83,2110,-705,1403,65
81,2104,-705,1404,78
77,2103,-705,1404,88
72,2107,-705,1404,100
68,2112,-706,1405,111
69,2115,-706,1405,121
72,2113,-706,1404,134
92,2105,-706,1403,0
104,2104,-706,1402,11
115,2105,-706,1402,21
123,2107,-705,1402,32
129,2106,-705,1403,44
126,2104,-705,1403,54
112,2103,-705,1403,66
96,2102,-705,1403,77
85,2102,-705,1403,87
76,2100,-705,1403,99
78,2096,-705,1404,111
82,2091,-705,1404,121
82,2088,-705,1405,132
81,2086,-706,1406,144
81,2086,-706,1406,154
79,2086,-706,1406,168
78,2088,-706,1408,177
78,2090,-706,1408,187
79,2094,-706,1408,199
80,2098,-705,1408,213
82,2100,-705,1408,221
85,2102,-705,1409,232
89,2104,-703,1408,244
93,2102,-703,1408,254
96,2100,-702,1409,266
98,2096,-701,1410,277
100,2090,-701,1410,287
103,2087,-700,1410,300
106,2081,-699,1408,310
109,2078,-699,1408,321
111,2077,-698,1408,333
113,2074,-698,1409,343
115,2074,-698,1409,354
115,2073,-697,1408,366
112,2075,-696,1407,376
108,2078,-696,1407,387
105,2082,-695,1407,400
102,2086,-694,1406,410
102,2088,-694,1406,420
103,2089,-694,1406,433
102,2090,-693,1406,443
100,2090,-693,1406,454
98,2090,-693,1405,466
98,2092,-693,1405,477
100,2095,-692,1404,487
102,2098,-691,1404,499
105,2101,-690,1404,510
109,2101,-690,1404,521
111,2099,-690,1405,532
112,2097,-690,1406,543
112,2095,-690,1406,554
110,2096,-690,1406,565
108,2096,-690,1407,577
105,2096,-690,1407,587
103,2095,-690,1407,598
102,2093,-690,1408,610
99,2080,-690,1408,621
96,2070,-691,1409,633
97,2063,-691,1409,643
99,2061,-691,1409,654
103,2068,-691,1410,665
107,2074,-691,1410,677
108,2078,-691,1410,687
105,2076,-691,1411,699
104,2079,-691,1411,710
102,2086,-691,1411,720
101,2093,-691,1411,732
102,2103,-690,1411,743
105,2108,-690,1411,753
107,2109,-690,1410,765
111,2108,-689,1409,777
115,2105,-689,1409,787
118,2102,-689,1409,799
121,2099,-688,1408,811
122,2097,-688,1408,820
125,2093,-688,1408,832
127,2088,-688,1406,843
129,2083,-688,1406,853
130,2079,-688,1406,865
128,2074,-687,1405,877
125,2070,-687,1405,887
122,2067,-687,1406,898
119,2064,-687,1406,909
117,2063,-687,1406,920
115,2063,-687,1405,932
115,2064,-686,1405,943
117,2065,-686,1405,954
120,2065,-686,1406,965
125,2066,-685,1406,976
130,2066,-685,1406,987
134,2066,-685,1406,998
137,2069,-684,1407,1010
138,2072,-684,1407,1020
138,2075,-683,1407,1032
137,2079,-682,1406,1043
136,2081,-682,1406,1053
134,2082,-681,1406,1065
133,2083,-681,1407,1076
132,2083,-681,1407,1086
129,2084,-681,1407,1098
127,2084,-680,1408,1110
127,2084,-680,1408,1120
222,1533,-677,1410,0
239,1306,-678,1409,11
255,1088,-678,1409,20
266,911,-679,1409,33
276,736,-679,1409,44
284,592,-679,1409,55
290,483,-680,1409,67
294,420,-681,1410,77
295,401,-681,1410,88
296,393,-681,1411,100
297,392,-682,1412,111
298,391,-682,1412,121
298,389,-682,1413,134
295,356,-682,1414,0
289,306,-683,1412,11
282,255,-683,1412,21
276,200,-684,1412,37
271,155,-685,1412,44
270,139,-685,1412,55
270,125,-687,1414,66
268,114,-690,1418,78
266,106,-690,1418,88
264,98,-691,1419,100
262,92,-693,1421,111
260,87,-693,1421,121
259,84,-695,1422,133
257,80,-698,1426,144
256,77,-698,1426,155
255,75,-699,1427,167
252,72,-702,1429,178
251,70,-702,1429,188
249,68,-703,1430,201
246,65,-705,1430,211
244,63,-705,1430,221
242,61,-706,1430,233
242,60,-707,1429,244
244,60,-707,1429,254
246,61,-708,1428,267
242,58,-710,1426,0
235,54,-712,1427,9
222,46,-712,1427,20
216,43,-712,1427,33
206,37,-714,1429,43
194,29,-714,1429,53
185,22,-715,1430,65
177,17,-717,1431,76
173,14,-717,1431,87
180,17,-718,1432,99
198,27,-718,1432,110
205,31,-719,1434,120
212,36,-720,1434,132
211,37,-721,1435,144
197,31,-721,1435,153
195,29,-721,1436,165
193,28,-723,1437,176
193,27,-723,1437,187
188,23,-723,1438,198
185,19,-724,1439,210
182,15,-724,1439,221
176,10,-725,1440,232
174,8,-727,1442,243
171,5,-727,1442,253
166,1,-728,1444,266
163,-1,-729,1446,276
160,-4,-729,1446,286
158,-9,-730,1447,298
157,-13,-731,1447,309
155,-17,-731,1447,321
151,-21,-731,1447,332
150,-21,-733,1448,343
149,-22,-733,1448,353
151,-22,-733,1449,365
153,-22,-734,1449,376
155,-21,-734,1449,386
157,-19,-735,1449,398
159,-17,-736,1449,410
163,-16,-736,1449,420
168,-17,-736,1449,432
169,-18,-737,1448,443
170,-20,-737,1448,454
169,-21,-737,1448,466
168,-22,-738,1448,477
169,-23,-738,1448,487
170,-22,-738,1449,499
171,-21,-738,1451,510
1085,49,-732,1445,0
1339,63,-731,1441,12
1498,71,-731,1440,23
1567,76,-731,1440,34
1657,83,-731,1439,45
1732,88,-731,1438,56
1794,94,-731,1438,67
1845,100,-731,1437,78
1854,105,-730,1435,90
1859,112,-730,1435,101
1855,118,-730,1433,111
1852,122,-730,1430,123
1850,124,-730,1430,133
1851,123,-729,1429,146
1853,122,-728,1427,156
1854,124,-728,1427,167
1853,126,-728,1427,178
1852,130,-728,1428,189
1851,134,-728,1428,201
1851,136,-727,1428,211
1854,140,-727,1427,223
1856,144,-727,1427,235
1859,148,-727,1427,244
1863,150,-726,1428,256
1864,151,-726,1428,267
1863,151,-726,1429,278
1856,148,-726,1430,290
1846,143,-726,1430,302
1836,138,-726,1431,311
1826,132,-725,1433,323
1822,128,-725,1433,338
1819,125,-724,1433,345
1817,119,-723,1434,355
1816,114,-723,1434,365
1816,108,-722,1434,378
1817,102,-721,1434,388
1818,99,-721,1434,399
1818,98,-721,1434,410
1818,96,-720,1435,422
1817,95,-720,1435,433
1817,94,-719,1436,444
1818,93,-718,1435,456
1820,92,-718,1435,466
1821,91,-718,1435,477
1822,90,-717,1435,489
1821,91,-717,1435,500
1820,91,-717,1434,511
1819,90,-716,1435,522
1815,89,-716,1435,533
1812,88,-716,1435,545
1808,88,-716,1434,556
1805,88,-716,1434,565
1803,89,-715,1433,577
1801,89,-714,1431,588
1801,90,-714,1431,599
1801,90,-714,1430,611
1801,90,-714,1429,622
1802,90,-714,1429,633
1802,89,-713,1429,644
1803,88,-713,1427,655
1803,88,-713,1427,666
1802,91,-713,1427,677
1801,95,-713,1425,688
1800,99,-713,1425,700
1800,101,-713,1425,711
1802,99,-713,1424,723
1804,97,-713,1424,732
1808,94,-713,1424,745
1811,92,-713,1423,755
1815,92,-713,1423,766
1818,93,-713,1423,778
1821,92,-712,1422,789
1823,92,-712,1422,799
1824,91,-712,1421,811
1825,88,-711,1420,822
1824,85,-711,1420,833
1822,82,-710,1420,843
1821,82,-710,1420,855
1819,85,-710,1420,866
1818,88,-710,1421,879
1817,91,-709,1420,888
1818,93,-709,1420,899
1821,94,-709,1420,911
1825,97,-709,1420,922
1828,99,-709,1420,937
1829,101,-709,1420,945
1828,100,-709,1420,956
1826,96,-709,1420,966
1823,92,-709,1420,978
1821,89,-709,1420,988
1819,88,-709,1420,999
1816,89,-710,1421,1011
1812,90,-710,1421,1022
1809,91,-710,1421,1033
1806,91,-710,1421,1045
1806,91,-711,1420,1056
1809,91,-711,1420,1066
1818,93,-710,1420,1077
1826,95,-710,1420,1089
1832,97,-710,1420,1098
1836,100,-710,1421,1110
1831,99,-710,1421,1122
1826,99,-710,1421,1132
1824,99,-709,1421,1144
1823,98,-709,1422,1154
1823,99,-709,1422,1166
1819,98,-710,1422,1178
1815,96,-709,1422,1188
1810,94,-709,1422,1198
1809,94,-709,1421,1210
1811,96,-708,1421,1221
1814,98,-708,1421,1232
